StanFunction;Arguments;ReturnType;Documentation;
operator*=;(complex x, complex y);void;`x *= y` is equivalent to `x = x * y`.\n;
operator/=;(complex x, complex y);void;`x /= y` is equivalent to `x = x / y`.\n;
abs;(complex z);real;Return the absolute value of z, also known as the modulus or\nmagnitude, which for $z = x + yi$ is\n\begin{equation*}\n\textrm{abs}(z) = \sqrt{x^2 + y^2}.\n\end{equation*}\nThis function works elementwise over containers, returning the same shape and\nkind of the input container but holding reals. For example, a\n`complex_vector[n]` input will return a `vector[n]` output, with each element\ntransformed by the above equation.\n;
arg;(complex z);real;Return the phase angle (in radians) of z, which for $z = x + yi$ is\n\begin{equation*}\n\textrm{arg}(z) = \textrm{atan2}(y, x) = \textrm{atan}(y / x).\n\end{equation*}\n;
norm;(complex z);real;Return the Euclidean norm of z, which is its absolute value squared,\nand which for $z = x + yi$ is\n\begin{equation*}\n\textrm{norm}(z) = \textrm{abs}^2(z) = x^2 + y^2.\n\end{equation*}\n;
conj;(complex z);complex;Return the complex conjugate of z, which negates the imaginary component,\nso that if $z = x + yi$,\n\begin{equation*}\n\textrm{conj}(z) = x - yi.\n\end{equation*}\n;
conj;(Z z);Z;Vectorized version of `conj`. This will apply the `conj` function\nto each element of a complex array, vector, or matrix.\n;
proj;(complex z);complex;Return the projection of `z` onto the Riemann sphere, which for $z = x\n+ yi$ is\n\begin{equation*}\n\textrm{proj}(z)\n= \begin{cases}\n    z & \textrm{if} \ z \ \textrm{is finite, and} \\\n    0 + \textrm{sign}(y)i & \textrm{otherwise,}\n\end{cases}\n\end{equation*}\nwhere $\textrm{sign}(y)$ is -1 if $y$ is negative and 1 otherwise.\n;
polar;(real r, real theta);complex;Return the complex number with magnitude (absolute value) `r` and\nphase angle `theta`.\n;
exp;(complex z);complex;Return the complex natural exponential of `z`, which for $z = x + yi$\nis\n\begin{equation*}\n\exp z = \exp(x) \textrm{cis}(y) = \exp(x) (\cos(y) + i \sin(y)).\n\end{equation*}\n;
log;(complex z);complex;Return the complex natural logarithm of `z`, which for $z = \textrm{polar}(r,\n\theta)$ is\n\begin{equation*}\n\log z = \log r + \theta i.\n\end{equation*}\n;
log10;(complex z);complex;Return the complex common logarithm of `z`,\n\begin{equation*}\n\log_{10} z = \frac{\log z}{\log 10}.\n\end{equation*}\n;
pow;(complex x, complex y);complex;Return x raised to the power of y,\n\begin{equation*}\n\text{pow}(x,y) = \textrm{exp}(y \, \log(x)).\n\end{equation*}\n;
pow;(T1 x, T2 y);Z;Vectorized implementation of the `pow` function\n;
sqrt;(complex x);complex;Return the complex square root of x with branch cut along the negative\nreal axis.  For finite inputs, the result will be in the right\nhalf-plane.\n;
cos;(complex z);complex;Return the complex cosine of z, which is\n\begin{equation*}\n\cos(z)\n= \textrm{cosh}(z \, i)\n= \frac{\displaystyle \exp(z \, i) + \exp(-z \, i)}\n       {\displaystyle 2}.\n\end{equation*}\n;
sin;(complex z);complex;Return the complex sine of z,\n\begin{equation*}\n\sin(z)\n= -\textrm{sinh}(z \, i) \, i\n= \frac{\displaystyle \exp(z \, i) - \exp(-z \, i)}\n       {\displaystyle 2 \, i}.\n\end{equation*}\n;
tan;(complex z);complex;Return the complex tangent of z,\n\begin{equation*}\n\tan(z)\n= -\textrm{tanh}(z \, i) \, i\n= \frac{(\exp(-z \, i) - \exp(z \, i)) \, i}\n       {\exp(-z \, i) + \exp(z \, i)}.\n\end{equation*}\n;
acos;(complex z);complex;Return the complex arc (inverse) cosine of z,\n\begin{equation*}\n\textrm{acos}(z)\n= \frac{1}{2} \pi + \log (z \, i + \sqrt{1 - z^2}) \, i.\n\end{equation*}\n;
asin;(complex z);complex;Return the complex arc (inverse) sine of z,\n\begin{equation*}\n\text{asin}(z)\n= -\log(z \, i + \sqrt{1 - z^2}) \, i.\n\end{equation*}\n;
atan;(complex z);complex;Return the complex arc (inverse) tangent of z,\n\begin{equation*}\n\text{atan}(z)\n= - \frac{1}{2} (\log(1 - z \, i) - \log(1 + z \, i)) \, i.\n\end{equation*}\n;
cosh;(complex z);complex;Return the complex hyperbolic cosine of z,\n\begin{equation*}\n\textrm{cosh}(z)\n= \frac{\exp(z) + \exp(-z)}\n       {2}.\n\end{equation*}\n;
sinh;(complex z);complex;Return the complex hyperbolic sine of z,\n\begin{equation*}\n\textrm{sinh}(z)\n= \frac{\displaystyle \exp(z) - \exp(-z)}\n       {\displaystyle 2}.\n\end{equation*}\n;
tanh;(complex z);complex;Return the complex hyperbolic tangent of z,\n\begin{equation*}\n\textrm{tanh}(z)\n\ = \ \frac{\textrm{sinh}(z)}\n           {\textrm{cosh}(z)}\n\ = \ \frac{\displaystyle \exp(z) - \exp(-z)}\n           {\displaystyle \exp(z) + \exp(-z)}.\n\end{equation*}\n;
acosh;(complex z);complex;Return the complex hyperbolic arc (inverse) cosine of z,\n\begin{equation*}\n\textrm{acosh}(z)\n= \log(z + \sqrt{(z + 1)(z - 1)}).\n\end{equation*}\n;
asinh;(complex z);complex;Return the complex hyperbolic arc (inverse) sine of z,\n\begin{equation*}\n\textrm{asinh}(z)\n= \log(z + \sqrt{1 + z^2}).\n\end{equation*}\n;
atanh;(complex z);complex;Return the complex hyperbolic arc (inverse) tangent of z,\n\begin{equation*}\n\textrm{atanh}(z)\n= \frac{\log(1 + z) - \log(1 - z)}\n       {2}.\n\end{equation*}\n;
ode_rk45;(function ode, vector initial_state, real initial_time, array[] real times, ...);array[] vector;Solves the ODE system for the times provided using the Dormand-Prince\nalgorithm, a 4th/5th order Runge-Kutta method.\n;
ode_rk45_tol;(function ode, vector initial_state, real initial_time, array[] real times, data real rel_tol, data real abs_tol, int max_num_steps, ...);array[] vector;Solves the ODE system for the times provided using the Dormand-Prince\nalgorithm, a 4th/5th order Runge-Kutta method with additional control\nparameters for the solver.\n;
ode_ckrk;(function ode, vector initial_state, real initial_time, array[] real times, ...);array[] vector;Solves the ODE system for the times provided using the Cash-Karp\nalgorithm, a 4th/5th order explicit Runge-Kutta method.\n;
ode_ckrk_tol;(function ode, vector initial_state, real initial_time, array[] real times, data real rel_tol, data real abs_tol, int max_num_steps, ...);array[] vector;Solves the ODE system for the times provided using the Cash-Karp\nalgorithm, a 4th/5th order explicit Runge-Kutta method with additional control\nparameters for the solver.\n;
ode_adams;(function ode, vector initial_state, real initial_time, array[] real times, ...);array[] vector;Solves the ODE system for the times provided using the Adams-Moulton method.\n;
ode_adams_tol;(function ode, vector initial_state, real initial_time, array[] real times, data real rel_tol, data real abs_tol, int max_num_steps, ...);array[] vector;Solves the ODE system for the times provided using the Adams-Moulton\nmethod with additional control parameters for the solver.\n;
ode_bdf;(function ode, vector initial_state, real initial_time, array[] real times, ...);array[] vector;Solves the ODE system for the times provided using the backward differentiation\nformula (BDF) method.\n;
ode_bdf_tol;(function ode, vector initial_state, real initial_time, array[] real times, data real rel_tol, data real abs_tol, int max_num_steps, ...);array[] vector;Solves the ODE system for the times provided using the backward differentiation\nformula (BDF) method with additional control parameters for the solver.\n;
ode_adjoint_tol_ctl;(function ode, vector initial_state, real initial_time, array[] real times, data real rel_tol_forward, data vector abs_tol_forward, data real rel_tol_backward, data vector abs_tol_backward, data real rel_tol_quadrature, data real abs_tol_qudrature, int max_num_steps, int num_steps_between_checkpoints, int interpolation_polynomial, int solver_forward, int solver_backward,...);array[] vector;Solves the ODE system for the times provided using the adjoint ODE solver method\nfrom CVODES. The adjoint ODE solver requires a checkpointed forward in time ODE\nintegration, a backwards in time integration that makes uses of an interpolated\nversion of the forward solution, and the solution of a quadrature problem (the\nnumber of which depends on the number of parameters passed to the solve). The\ntolerances and numeric methods used for the forward solve, backward solve,\nquadratures, and interpolation can all be configured.\n;
dae;(function residual, vector initial_state, vector initial_state_derivative, data real initial_time, data array[] real times, ...);array[] vector;Solves the DAE system using the backward differentiation formula (BDF)\nmethod [@serban_user:2021].\n;
dae_tol;(function residual, vector initial_state, vector initial_state_derivative, data real initial_time, data array[] real times, data real rel_tol, data real abs_tol, int max_num_steps, ...);array[] vector;Solves the DAE system for the times provided using the backward differentiation formula (BDF) method with additional control\nparameters for the solver.\n;
integrate_1d;(function integrand, real a, real b, array[] real theta, array[] real x_r, array[] int x_i);real;Integrates the integrand from a to b.\n;
integrate_1d;(function integrand, real a, real b, array[] real theta, array[] real x_r, array[] int x_i), real relative_tolerance);real;Integrates the integrand from a to b with the given relative tolerance.\n;
reduce_sum;(F f, array[] T x, int grainsize, T1 s1, T2 s2, ...);real;Returns the equivalent of `f(x, 1, size(x), s1, s2, ...)`, but computes\nthe result in parallel by breaking the array `x` into independent\npartial sums. `s1, s2, ...` are shared between all terms in the sum.\n* *`f`*: function literal referring to a function specifying the\npartial sum operation. Refer to the [partial sum function](#functions-partial-sum).\n* *`x`*: array of `T`, one for each term of the reduction, `T` can be any type,\n* *`grainsize`*: For `reduce_sum`, `grainsize` is the recommended size of the partial sum (`grainsize = 1` means pick totally automatically). For `reduce_sum_static`, `grainsize` determines the maximum size of the partial sums, type `int`,\n* *`s1`*: first (optional) shared argument, type `T1`, where `T1` can be any type\n* *`s2`*: second (optional) shared argument, type `T2`, where `T2` can be any type,\n* *`...`*: remainder of shared arguments, each of which can be any type.\n;
map_rect;(F f, vector phi, array[] vector theta, data array[,] real x_r, data array[,] int x_i);vector;Return the concatenation of the results of applying the function f, of\ntype `(vector, vector, array[] real, array[] int):vector` elementwise, i.e.,\n`f(phi, theta[n], x_r[n], x_i[n])` for each `n` in `1:N`, where `N` is\nthe size of the parallel arrays of job-specific/local parameters\n`theta`, real data `x_r`, and integer data `x_r`. The shared/global\nparameters `phi` are passed to each invocation of `f`.\n;
lognormal;~;real;Increment target log probability density with `lognormal_lupdf(y | mu, sigma)`.;
lognormal_lpdf;(reals y | reals mu, reals sigma);real;The log of the lognormal density of y given location mu and scale\nsigma\n;
lognormal_lupdf;(reals y | reals mu, reals sigma);real;The log of the lognormal density of y given location mu and scale\nsigma dropping constant additive terms\n;
lognormal_cdf;(reals y | reals mu, reals sigma);real;The cumulative lognormal distribution function of y given location mu\nand scale sigma\n;
lognormal_lcdf;(reals y | reals mu, reals sigma);real;The log of the lognormal cumulative distribution function of y given\nlocation mu and scale sigma\n;
lognormal_lccdf;(reals y | reals mu, reals sigma);real;The log of the lognormal complementary cumulative distribution\nfunction of y given location mu and scale sigma\n;
lognormal_rng;(reals mu, reals sigma);R;Generate a lognormal variate with location mu and scale sigma may\nonly be used in transformed data and generated quantities blocks.\nFor a description of argument and return types, see section\n[vectorized PRNG functions](conventions_for_probability_functions.qmd#prng-vectorization).\n;
chi_square;~;real;Increment target log probability density with `chi_square_lupdf(y | nu)`.;
chi_square_lpdf;(reals y | reals nu);real;The log of the Chi-square density of y given degrees of freedom nu\n;
chi_square_lupdf;(reals y | reals nu);real;The log of the Chi-square density of y given degrees of freedom nu\ndropping constant additive terms\n;
